Kingdom,Phylum,Class,Order,Family,Genus,Species,ASVs,S13_cyc_100_cont,S14_cyc_100_cont,S15_cyc_100_cont,S16_cyc_100_Fe,S17_cyc_100_Fe,S18_cyc_100_Fe,S19_cyc_DCM_cont,S20_cyc_DCM_cont,S21_cyc_DCM_cont,S22_cyc_DCM_Fe,S23_cyc_DCM_Fe,S24_cyc_DCM_Fe,S67_anti_100_cont,S68_anti_100_cont,S69_anti_100_cont,S70_anti_100_Fe,S71_anti_100_Fe,S72_anti_100_Fe,S73_anti_DCM_cont,S74_anti_DCM_cont,S75_anti_DCM_cont,S76_anti_DCM_Fe,S77_anti_DCM_Fe,S78_anti_DCM_Fe
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA,ASV_1646,4,9,9,3,5,0,4,3,2,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_1647,2,4,1,4,0,1,6,2,2,4,5,4,1,2,0,0,1,0,3,0,4,0,3,1
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA,ASV_1648,1,4,3,2,6,5,3,1,0,3,10,12,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,NA,ASV_1649,1,10,6,0,1,0,1,0,2,2,1,3,1,4,3,1,1,0,2,0,0,1,8,2
Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA,ASV_1650,1,1,2,3,1,3,0,2,4,0,1,4,2,6,5,0,3,0,1,1,7,1,2,0
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA,ASV_1651,0,4,5,2,10,1,3,4,4,3,8,6,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA,ASV_1652,0,3,0,0,0,0,0,0,1,0,7,2,2,2,3,1,1,2,6,4,6,2,4,4
Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,NA,NA,ASV_1653,0,1,0,0,0,0,1,0,0,4,2,0,0,0,1,0,0,0,15,5,6,6,3,6
Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_MIT9313,NA,ASV_1654,0,1,1,0,1,3,1,2,0,3,2,0,5,7,6,6,2,0,2,3,1,0,3,1
Bacteria,Desulfobacterota,Desulfuromonadia,PB19,NA,NA,NA,ASV_1655,0,0,0,0,0,2,0,0,0,0,0,0,1,10,22,4,4,0,1,2,0,2,1,1
Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,ASV_1656,0,0,0,0,0,0,7,4,10,11,12,6,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Lentimonas,NA,ASV_1657,0,0,0,0,0,0,0,0,0,0,0,0,1,9,16,10,8,6,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA,ASV_1658,13,4,0,0,2,2,2,0,0,0,1,0,3,3,5,4,2,1,0,3,1,2,0,1
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_1659,3,3,1,2,0,3,4,2,3,0,3,0,2,2,6,1,3,2,3,3,0,1,0,2
Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116_clade,Candidatus_Puniceispirillum,NA,ASV_1660,2,0,1,1,0,0,0,0,0,0,0,2,5,8,9,13,4,3,1,0,0,0,0,0
Archaea,Thermoplasmatota,Thermoplasmata,Marine_Group_II,NA,NA,NA,ASV_1661,2,0,0,1,2,2,6,2,3,2,2,2,0,2,2,1,2,0,5,4,3,2,1,3
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_1662,1,0,0,1,0,0,1,2,1,1,0,0,4,8,6,7,1,7,2,0,1,3,2,1
Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,NA,ASV_1663,1,11,5,5,6,9,1,0,0,0,1,4,0,0,0,0,0,0,3,3,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA,ASV_1664,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira,NA,ASV_1665,0,10,4,2,7,6,0,0,0,2,0,0,1,0,0,0,2,0,3,2,2,0,4,4
Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA,ASV_1666,0,0,2,1,2,1,4,1,1,2,2,0,7,5,5,7,3,2,1,0,1,2,0,0
Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,ASV_1667,0,0,0,0,0,0,0,0,0,1,0,0,3,4,7,2,5,2,6,1,6,1,6,5
Bacteria,Planctomycetota,NA,NA,NA,NA,NA,ASV_1668,0,0,0,0,0,0,0,0,0,0,0,0,7,9,12,5,4,9,0,0,0,2,1,0
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,NA,NA,NA,ASV_1669,0,0,0,0,0,0,0,0,0,0,0,0,6,10,2,21,1,8,0,0,1,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA,ASV_1670,0,0,0,0,0,0,0,0,0,0,0,0,5,13,7,5,6,3,1,5,1,1,1,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella,NA,ASV_1671,0,0,0,0,0,0,0,0,0,0,0,0,4,5,20,13,1,6,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5)_clade,NA,ASV_1672,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,2,2,0,8,2,8,8,4,5
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,NA,NA,ASV_1673,5,5,5,11,6,10,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae,Thalassospira,NA,ASV_1674,4,7,4,5,1,8,0,0,0,2,4,2,7,0,1,0,1,0,0,0,0,0,1,1
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,NA,NA,ASV_1675,4,13,2,3,3,5,2,1,4,1,7,2,0,0,0,0,0,0,1,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,NA,NA,NA,ASV_1676,3,6,1,1,1,1,1,5,1,2,12,6,0,0,0,0,0,0,2,3,1,0,0,2
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,NA,ASV_1677,3,0,4,2,2,2,0,2,2,1,3,0,4,4,3,4,6,1,3,1,1,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospira,NA,ASV_1678,2,3,0,1,1,0,1,0,1,0,0,0,3,5,8,8,4,4,2,1,1,0,2,1
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV_1679,2,0,7,0,0,0,1,0,0,0,0,0,0,0,0,2,36,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116_clade,NA,NA,ASV_1680,1,2,2,0,2,1,2,2,0,1,0,0,1,4,5,2,8,4,2,2,2,2,2,1
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA,ASV_1681,1,1,3,3,0,1,0,0,2,1,0,0,1,5,10,5,0,5,1,1,4,0,3,1
Archaea,Thermoplasmatota,Thermoplasmata,Marine_Group_II,NA,NA,NA,ASV_1682,1,2,0,7,0,3,3,2,4,2,13,10,0,0,0,0,0,0,0,1,0,0,0,0
Archaea,Thermoplasmatota,Thermoplasmata,Marine_Group_II,NA,NA,NA,ASV_1683,1,1,5,1,3,1,1,0,0,0,0,1,2,6,8,10,6,1,0,0,0,0,1,0
Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,ASV_1684,1,3,2,0,1,0,2,3,0,5,1,2,0,0,0,0,0,0,6,2,7,9,2,2
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4_marine_group,NA,ASV_1685,1,1,0,3,0,0,2,0,1,0,2,1,3,5,9,4,3,2,4,3,0,1,0,3
Bacteria,Proteobacteria,Alphaproteobacteria,AT-s3-44,NA,NA,NA,ASV_1686,1,0,0,0,1,0,0,0,0,0,0,3,2,2,7,5,1,2,10,4,3,0,3,4
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA,ASV_1687,0,6,3,2,0,3,2,1,3,1,4,0,2,0,2,0,0,0,3,3,5,1,3,4
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA,ASV_1688,0,2,0,1,0,0,0,0,0,1,0,0,4,7,7,5,4,0,2,5,1,1,4,4
Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,NA,ASV_1689,0,1,0,2,0,0,0,0,2,1,7,2,5,3,2,1,1,0,5,4,4,4,2,2
Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,NA,NA,ASV_1690,0,1,0,1,0,2,0,0,0,3,0,0,0,0,2,0,0,0,9,14,5,1,5,5
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,NA,ASV_1691,0,0,1,0,1,23,0,2,11,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_1692,0,0,1,2,0,1,4,1,3,1,2,3,0,0,0,1,0,0,5,2,5,5,4,8
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_1693,0,0,1,0,0,1,0,0,1,1,3,2,0,0,3,1,1,3,3,5,5,14,2,2
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,NA,NA,ASV_1694,0,0,0,0,1,0,0,0,0,2,0,0,4,5,7,3,2,5,1,6,3,2,5,2
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_1695,0,0,0,0,0,1,0,0,0,1,1,1,2,3,2,4,3,6,3,3,0,9,5,4
Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA,ASV_1696,0,0,0,0,0,0,1,0,1,0,1,0,0,3,13,5,4,2,1,1,9,2,5,0
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,mediterranea,ASV_1697,0,0,0,0,0,0,0,3,0,0,0,7,0,3,0,15,0,4,6,10,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA,ASV_1698,0,0,0,0,0,0,0,0,0,0,0,0,6,5,13,5,1,6,5,0,2,0,1,4
Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,NA,ASV_1699,0,0,0,0,0,0,0,0,0,0,0,0,5,10,9,12,5,6,0,0,0,0,0,1
Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA,ASV_1700,6,5,3,2,5,1,2,1,7,4,1,7,0,0,0,0,0,0,2,0,0,0,1,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA,ASV_1701,5,8,4,5,6,9,0,0,2,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0
Bacteria,Desulfobacterota,Desulfuromonadia,NA,NA,NA,NA,ASV_1702,4,4,5,5,3,9,4,5,0,0,3,2,0,0,1,0,0,0,0,0,0,2,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospira,NA,ASV_1703,3,7,6,2,1,2,1,0,1,11,2,6,2,1,0,0,0,0,1,0,0,1,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA,ASV_1704,3,3,1,4,1,1,3,1,2,1,1,4,3,4,3,1,0,2,2,2,2,2,1,0
Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA,ASV_1705,2,2,1,0,0,3,0,0,0,1,0,0,1,3,5,4,4,0,1,4,3,3,6,4
Bacteria,Desulfobacterota,Desulfuromonadia,PB19,NA,NA,NA,ASV_1706,1,4,6,9,10,6,0,2,0,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_CC9902,NA,ASV_1707,1,0,0,0,5,1,6,1,5,2,2,11,0,0,0,0,0,0,3,2,2,3,2,1
Bacteria,Margulisbacteria,NA,NA,NA,NA,NA,ASV_1708,0,4,2,8,7,4,0,0,0,0,0,0,4,4,2,2,2,0,1,1,2,0,1,3
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Salinirepens,NA,ASV_1709,0,3,1,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,7,6,6,8,7,2
Archaea,Thermoplasmatota,Thermoplasmata,Marine_Group_II,NA,NA,NA,ASV_1710,0,2,2,1,1,0,1,1,1,0,4,7,1,0,2,1,4,1,4,2,0,6,4,2
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b_marine_group,NA,ASV_1711,0,1,0,0,0,0,7,0,8,1,4,7,1,0,0,0,0,0,4,5,2,3,3,1
Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,ASV_1712,0,0,2,3,1,0,9,4,0,7,9,12,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS7_marine_group,NA,NA,ASV_1713,0,0,0,0,0,1,0,0,0,0,0,0,3,9,11,12,5,6,0,0,0,0,0,0
Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA,ASV_1714,0,0,0,0,0,0,0,0,0,0,0,4,2,7,7,6,7,1,2,0,7,1,0,3
Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA,NA,ASV_1715,0,0,0,0,0,0,0,0,0,0,0,0,2,10,14,9,5,6,1,0,0,0,0,0
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA,ASV_1716,6,7,2,9,0,6,1,4,1,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_1717,4,1,4,5,6,5,6,0,4,1,0,5,0,3,0,0,1,0,1,0,0,0,0,0
Bacteria,Desulfobacterota,Desulfuromonadia,PB19,NA,NA,NA,ASV_1718,3,6,5,7,6,3,2,0,0,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_1719,3,2,3,0,0,2,5,1,7,3,8,5,0,0,0,0,0,0,1,0,1,2,1,2
Bacteria,Proteobacteria,NA,NA,NA,NA,NA,ASV_1720,2,0,0,1,0,0,1,2,3,0,0,0,3,3,6,5,3,0,2,0,1,4,4,6
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_1721,1,2,1,3,3,0,3,1,5,2,7,3,0,0,0,0,1,0,1,0,0,3,4,6
Bacteria,Margulisbacteria,NA,NA,NA,NA,NA,ASV_1722,1,5,0,0,0,0,2,1,3,0,0,3,0,3,1,3,0,1,5,2,6,6,1,3
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA,ASV_1723,1,0,0,3,2,0,1,2,2,0,6,1,0,0,3,0,1,0,5,4,1,2,6,6
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_1724,0,4,0,0,2,1,9,1,0,1,11,7,0,0,0,0,0,0,0,1,1,3,2,3
Bacteria,Desulfobacterota,Desulfuromonadia,PB19,NA,NA,NA,ASV_1725,0,1,4,6,4,5,1,1,0,0,0,0,4,1,0,1,1,4,1,1,0,7,3,1
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_1726,0,1,1,0,1,0,1,0,0,0,0,0,1,5,9,1,5,4,0,1,0,4,11,1
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,NA,NA,ASV_1727,0,0,2,0,0,0,0,0,0,0,0,0,6,5,5,1,5,2,2,2,1,7,2,6
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Coraliomargarita,NA,ASV_1728,0,0,1,2,1,1,0,0,0,0,0,0,3,2,11,14,4,6,0,0,0,0,1,0
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,NA,NA,ASV_1729,0,0,0,3,1,0,0,3,0,0,0,0,0,2,0,0,0,0,7,7,4,5,9,5
Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,ASV_1730,0,0,0,1,0,0,1,2,0,0,4,3,1,1,3,0,1,2,4,10,2,3,7,1
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS7_marine_group,NA,NA,ASV_1731,0,0,0,0,0,0,0,0,0,0,0,0,5,3,15,8,3,12,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,NA,NA,ASV_1732,8,11,6,3,3,5,1,0,2,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,NA,NA,ASV_1733,3,2,1,0,1,1,6,6,1,2,13,0,0,0,0,0,0,0,2,1,2,2,2,0
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4_marine_group,NA,ASV_1734,2,9,3,9,4,8,4,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,ASV_1735,2,4,5,3,2,2,3,2,0,3,1,4,1,1,2,0,0,1,3,2,3,0,0,1
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Marinobacteraceae,Marinobacter,NA,ASV_1736,2,2,0,1,1,5,0,0,0,5,15,1,0,4,0,0,2,0,1,1,4,0,0,1
Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,NA,NA,ASV_1737,2,0,0,0,0,1,1,2,0,0,1,0,1,0,1,0,0,0,10,4,6,7,1,8
Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,NA,ASV_1738,1,6,1,3,2,7,1,4,3,1,0,6,0,3,0,0,0,0,2,2,0,2,1,0
Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA,ASV_1739,0,6,0,0,1,0,4,1,7,5,4,16,0,0,0,0,0,0,1,0,0,0,0,0
Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,ASV_1740,0,5,6,2,5,4,1,1,2,1,2,5,0,0,0,0,0,0,2,1,4,4,0,0
Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA,ASV_1741,0,1,1,1,0,9,3,2,9,0,0,9,1,0,2,0,0,0,0,1,0,5,0,1
Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmata_or,Thermoplasmata_fa,Marine_Group_III,NA,ASV_1742,0,0,4,2,2,0,11,3,1,3,4,4,1,0,0,0,0,0,3,2,0,3,1,1
Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA,ASV_1743,0,0,3,3,4,3,0,0,0,0,0,0,2,9,5,12,3,0,0,0,0,1,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA,NA,ASV_1744,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,1,0,0,9,9,7,5,3,5
Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,NA,ASV_1745,0,0,0,0,0,0,0,0,0,3,1,1,1,3,0,0,1,0,8,8,6,3,4,6
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,NA,NA,ASV_1746,0,0,0,0,0,0,0,0,0,1,2,3,6,6,1,15,1,8,2,0,0,0,0,0
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,NA,ASV_1747,0,0,0,0,0,0,0,0,0,0,0,0,6,14,8,5,4,6,0,0,2,0,0,0
Bacteria,Desulfobacterota,Desulfuromonadia,PB19,NA,NA,NA,ASV_1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,9,0,9,11
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA,ASV_1749,10,5,8,2,2,12,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,NA,NA,NA,ASV_1750,6,5,1,5,2,4,2,1,5,0,1,4,0,0,4,0,0,0,0,0,0,2,0,2
Bacteria,NA,NA,NA,NA,NA,NA,ASV_1751,5,9,2,8,7,5,0,1,0,1,2,0,0,1,0,0,0,0,2,1,0,0,0,0
Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,NA,ASV_1752,4,2,1,3,4,3,5,4,0,2,1,1,0,0,0,0,0,0,0,4,4,1,3,2
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,NA,ASV_1753,3,3,1,2,4,5,5,1,0,1,6,2,1,1,1,1,1,0,2,2,1,1,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353_marine_group,NA,NA,NA,ASV_1754,2,4,0,3,1,1,7,2,1,4,3,1,1,0,0,1,0,0,1,1,2,3,5,1
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_1755,2,1,3,0,0,3,6,6,4,1,9,3,0,0,0,0,0,0,2,1,0,1,1,1
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA,ASV_1756,2,8,0,2,1,0,0,1,3,0,1,2,3,2,4,0,4,2,1,3,0,3,0,2
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,NA,NA,ASV_1757,2,0,0,2,3,0,0,0,1,0,2,1,0,1,1,1,1,0,3,8,2,6,9,1
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_1758,2,0,0,2,1,2,2,0,3,0,1,2,0,0,0,0,3,2,2,7,4,1,8,2
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,NA,ASV_1759,1,6,7,7,5,3,1,1,3,0,5,2,0,1,0,0,0,0,0,1,1,0,0,0
Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,ASV_1760,1,0,1,1,2,0,1,1,2,0,4,0,0,0,1,0,0,0,7,6,5,2,5,5
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_1761,0,1,2,1,0,2,6,1,6,4,5,3,0,0,1,1,0,0,4,2,0,3,0,2
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA,ASV_1762,0,0,0,2,1,0,6,1,0,11,7,5,0,1,5,0,3,0,0,0,0,2,0,0
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4_marine_group,NA,ASV_1763,0,0,0,0,1,0,0,0,0,0,0,0,3,6,13,8,4,7,0,0,0,2,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospira,NA,ASV_1764,0,0,0,0,1,0,0,0,0,0,0,0,5,12,5,6,6,4,2,0,0,1,1,1
Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Nisaeaceae,OM75_clade,NA,ASV_1765,0,0,0,0,0,0,2,0,0,0,0,0,1,8,10,5,6,6,0,2,0,3,1,0
Bacteria,Proteobacteria,NA,NA,NA,NA,NA,ASV_1766,0,0,0,0,0,0,0,1,1,0,0,0,0,1,8,3,11,0,1,5,6,4,0,3
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,SCGC_AAA164-E04,NA,ASV_1767,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,4,13,0,3,2,0,4,4,3
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,DSSD61,NA,ASV_1768,7,2,3,6,0,3,4,0,1,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA,NA,ASV_1769,7,2,4,2,1,9,1,0,0,0,2,0,0,6,0,5,1,2,1,0,0,0,0,0
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4_marine_group,NA,ASV_1770,6,6,4,1,4,13,0,0,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA,ASV_1771,5,10,7,6,5,4,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Desulfobacterota,Desulfuromonadia,PB19,NA,NA,NA,ASV_1772,4,3,1,1,3,5,1,0,0,0,2,0,1,3,1,0,1,4,4,1,2,3,0,3
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA,ASV_1773,2,9,3,6,1,1,2,4,6,3,2,1,0,1,0,0,0,0,1,0,0,1,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,NA,NA,ASV_1774,1,2,1,3,1,2,6,4,1,1,6,1,1,0,2,3,2,0,0,0,0,0,3,3
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_1775,1,0,0,0,2,2,0,1,0,0,2,1,0,0,1,1,1,0,5,8,5,2,9,2
Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA,ASV_1776,0,1,3,0,2,0,7,1,6,1,10,12,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA,NA,ASV_1777,0,1,3,2,0,0,2,0,0,1,0,0,0,0,0,2,1,0,5,3,7,3,3,10
Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA,ASV_1778,0,1,1,1,5,3,0,2,1,6,4,2,1,0,3,0,1,0,2,1,1,2,2,4
Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA,ASV_1779,0,1,0,2,0,0,3,0,5,2,0,4,1,0,3,0,0,1,2,7,5,2,2,3
